id,symbol,name
synesis-one,sns,Synesis One
synex-coin,minecraft,Synex Coin
synopti,synopti,Synopti
synthetic-ftt,xftt,Synthetic FTT
synthetic-usd,xusd,Synthetic USD
synthetify-token,sny,Synthetify
synth-ousd,ousd,Synth oUSD
sypool,syp,Sypool
syrup-finance,srx,Syrup Finance
syscoin,sys,Syscoin
t,t,T
t23,t23,T23
tabank,tab,Tabank
taboo-token,taboo,Taboo
tabtrader,ttt,TabTrader
tacos,taco,Tacos
tagcoin,tag,Tagcoin
tag-protocol,tag,Tag Protocol
tahu,tahu,TAHU
tai,tai,tBridge
tail,tail,Tail
tail-finance,tail,Tail Finance
tajcoin,taj,TajCoin
takamaka-green-coin,tkg,Takamaka
takeda-shin,takeda,Takeda Shin
take-flight-alpha-dao,tfa,Take Flight Alpha DAO
takepile,take,Takepile
taki,taki,Taki
tako-token,tako,Tako
talaxeum,talax,Talaxeum
talecraft,craft,TaleCraft
talent,tnt,Talent
talent-token,ttx,Talent TTX
taler,tlr,Taler
talkado,talk,Talkado
talken,talk,Talken
tamadoge,tama,Tamadoge
tama-finance,tama,Tama Finance
tangent,tang,Tangent
tangible,tngbl,Tangible
tangle,tngl,Tangle
tangoswap,tango,TangoSwap
tank-battle,tbl,Tank Battle
tank-gold,tgold,Tank Gold
tanks,tanks,Tanks
tao-te-ching,ttc,Tao Te Ching
tap,xtp,Tap
tap-fantasy,tap,Tap Fantasy
tap-fantasy-mc,tfmc,Tap Fantasy MC
tapio-protocol,tap,Tapio Protocol
tapme-token,tap,TAPME
tapmydata,tap,TapX
taraxa,tara,Taraxa
tardigrades-finance,trdg,TRDGtoken
tari-world,tari,Tari World
tarmex,tarm,Tarmex
tarot,tarot,Tarot
taroverse,taro,Taroverse
taroverse-gold,tgold,Taroverse Gold
tastenft,taste,TasteNFT
tate-token,topg,Tate Token
taxa-token,txt,Taxa Network
tax-haven-inu,taxhaveninu,Tax Haven Inu
tbcc,tbcc,TBCC
tbtc,tbtc,tBTC
tcgcoin-2-0,tcg2,TCGCoin 2.0
tcg-verse,tcgc,TCG Verse
tdoge,tdoge,τDoge
team-heretics-fan-token,th,Team Heretics Fan Token
team-vitality-fan-token,vit,Team Vitality Fan Token
teaswap-art,tsa,Teaswap Art
techpay,tpc,Techpay
techtrees,ttc,TechTrees
tecracoin,tcr,TecraCoin ERC20
tectonic,tonic,Tectonic
tectum,tet,Tectum
teddy-dog,tdg,Teddy Dog
teddy-doge,teddy,Teddy Doge
teddy-doge-v2,teddy v2,Teddy Doge V2
teddy-dollar,tsd,Teddy Dollar
te-food,tone,TE-FOOD
tegisto,tgs,Tegisto
tegro,tgr,Tegro
tehbag,bag,tehBag
teh-fund,fund,Teh Fund
teh-golden-one,gold 1,Teh Golden One
telcoin,tel,Telcoin
telebridge,tb,TeleBridge
telefy,tele,Telefy
telegram-inu,tinu,Telegram Inu
teletreon,ttn,TeleTreon
tellor,trb,Tellor Tributes
telos,tlos,Telos
telos-coin,telos,Teloscoin
temco,temco,TEMCO
temdao,tem,TemDAO
templardao,tem,Templar DAO
temple,temple,TempleDAO
tempus,temp,Tempus
temtem,tem,Temtum
ten,tenfi,TEN
ten-best-coins,tbc,Ten Best Coins
tender-fi,tnd,Tender.fi
teneo,ten,Teneo
tenset,10set,Tenset
tenshi,tenshi,Tenshi
tenup,tup,Tenup
tenx,pay,TenX
terablock,tbc,TeraBlock
terareum,tera,Terareum [OLD]
terareum-2,tera2,Terareum
tera-smart-money,tera,TERA
teritori,tori,Teritori
ternio,tern,Ternio
terracoin,trc,Terracoin
terraform-dao,terraform,Terraform DAO
terra-luna,lunc,Terra Luna Classic
terra-luna-2,luna,Terra
terra-name-service,tns,Terra Name Service
terran-coin,trr,Terran Coin
terra-poker-token,tpt,Terra Poker Token
terrausd,ustc,TerraClassicUSD
terrausd-wormhole,ust,TerraUSD (Wormhole)
teseract,tess,Tesseract
tether,usdt,Tether
tether-6069e553-7ebb-487e-965e-2896cd21d6ac,zusdt,Zilliqa-bridged USDT
tether-avalanche-bridged-usdt-e,usdte,Tether Avalanche Bridged (USDT.e)
tether-eurt,eurt,Euro Tether
tether-gold,xaut,Tether Gold
tether-plenty-bridge,usdt.e,Tether (Plenty Bridge)
tether-pow,usdw,Tether Pow
tether-rainbow-bridge,usdt.e,Tether (Rainbow Bridge)
tether-usd-celer,ceusdt,Tether USD - Celer
tether-usd-pos-wormhole,usdtpo,Tether USD (PoS) (Wormhole)
tether-usd-wormhole,usdtso,Tether USD (Wormhole)
tether-usd-wormhole-from-ethereum,usdtet,Tether USD (Wormhole from Ethereum)
tethys-finance,tethys,Tethys Finance
tetu,tetu,TETU
tetubal,tetubal,tetuBAL
tetuqi,tetuqi,tetuQi
texan,texan,Texan
tezos,xtz,Tezos
tfs-token,tfs,TFS
tg-dao,tgdao,TG DAO
tgold,txau,tGOLD
tgrade,tgd,Tgrade
thala,thl,Thala
thales,thales,Thales
the-4th-pillar,four,4thpillar technologies
the9,the9,THE9
the-abyss,abyss,Abyss
the-amaze-world,amze,The Amaze World
the-ape,ta,The Ape
the-ape-society,society,The Ape Society
the-apis,api,The APIS
the-bend,bend,The Bend
the-bet,bet,The Bet
the-big-five,bft,The Big Five
the-box,box,The Box
the-cat-inu,thecat,The Cat Inu
the-champcoin,tcc,The ChampCoin
the-citadel,citadel,The Citadel
the-coop-network,gmd,The Coop Network
the-corgi-of-polkabridge,corgib,The Corgi of PolkaBridge
the-crypto-prophecies,tcp,The Crypto Prophecies
the-crypto-you,milk,The Crypto You
the-daox-index,daox,The DAOX Index
the-debt-box,debt,The Debt Box
the-doge-nft,dog,The Doge NFT
the-dragon-gate,koi,The Dragon Gate
the-dynasty,dyt,The Dynasty
the-employment-commons-work-token,work,The Employment Commons Work
the-ennead,neadram,The Ennead
the-essential-coin,esc,The Essential Coin
the-everlasting-parachain,elp,The Everlasting Parachain
the-fire-token,xfr,The Fire
theflashcurrency,tfc,TheFlashCurrency
the-forbidden-forest,forestplus,The Forbidden Forest
theforce-trade,foc,TheForce Trade
thefutbolcoin,tfc,TheFutbolCoin
the-genesis-block,genblok,The Genesis Block
the-golden-dog,dog,The Golden Dog
the-graph,grt,The Graph
the-guest-list,tgl,The Guest List
the-husl,husl,The HUSL
the-killbox-game,kbox,The Killbox Game
the-landlord,lndlrd,The Landlord
the-legend-of-deification,tlod,The Legend of Deification
the-mars,mrst,Mars Token
the-meebits,nmeebits,The Meebits
the-meme-finance,mefi,The meme finance
the-midas-touch-gold,tmtg,The Midas Touch Gold
the-monopolist,mono,The Monopolist
thena,the,Thena
the-neko,neko,The Neko
the-next-world-coin,tnc,The Next World Coin
the-node,the,THENODE
the-open-network,ton,Toncoin
theopetra,theo,Theopetra
theos,theos,Theos
the-pablo-token,pablo,The Pablo
the-parallel,prl,The Parallel
the-path-of-light,yori,The Path Of Light
the-people-coin,peep$,The People’s Coin
thepepe-ai,ppai,ThePepe.AI
the-phoenix,fire,The Phoenix
the-plant-dao,sprout,The Plant Dao
the-protocol,the,The Protocol
the-randomdao,rnd,The RandomDAO
the-realm-defenders,trd,The Realm Defenders
the-reaper,rpr,The Reaper
the-rug-game,trg,The Rug Game
the-sandbox,sand,The Sandbox
the-sandbox-wormhole,sand,The Sandbox (Wormhole)
the-sharks-fan-token,sharks,The Sharks Fan Token
thesolandao,sdo,TheSolanDAO
the-space,space,The Space
thetadrop,tdrop,ThetaDrop
theta-fuel,tfuel,Theta Fuel
thetan-arena,thg,Thetan Arena
thetan-coin,thc,Thetan Coin
theta-token,theta,Theta Network
the-three-kingdoms,ttk,The Three Kingdoms
the-tokenized-bitcoin,imbtc,The Tokenized Bitcoin
the-troller-coin,troller,The Troller Coin
the-virtua-kolect,tvk,The Virtua Kolect
the-wasted-lands,wal,The Wasted Lands
the-web3-project,twep,The Web3 Project
the-winkyverse,wnk,The Winkyverse
the-world-state,w$c,The World State
the-xenobots-project,xeno,The Xenobots Project
the-youth-pay,typ,The Youth Pay
thingschain,tic,Thingschain
thol-token,thol,AngelBlock
thor,thor,ThorFi
thorchain,rune,THORChain
thorchain-erc20,rune,THORChain (ERC20)
thoreum-v2,thoreum,Thoreum V3
thors-mead,mead,Thors Mead
thorstarter,xrune,Thorstarter
thorswap,thor,THORSwap
thorus,tho,Thorus
thorwallet,tgt,THORWallet DEX
thought,tht,Thought
threefold-token,tft,ThreeFold
threshold-network-token,t,Threshold Network
throne,thn,Throne
thrupenny,tpy,Thrupenny
thunderbnb,thunderbnb,ThunderBNB
thunder-lands,tndr,Thunder Lands
thunder-token,tt,ThunderCore
thx-network,thx,THX Network
thxone,thx,thxone
tia,tia,TIA
ticket-finance,ticket,Ticket Finance
tickr,tickr,Tickr
tidal-finance,tidal,Tidal Finance
tidefi,tdfy,Tidefi
tidex-token,tdx,Tidex
tierion,tnt,Tierion
tifi-token,tifi,TiFi
tigercash,tch,TigerCash
tiger-king,tking,Tiger King Coin
tigerqueen,tqueen,TigerQueen
tiger-scrub-money-2,tiger,Tiger Scrub Money
tiger-trade,ti̇gr,Tiger.Trade
tigres-fan-token,tigres,Tigres Fan Token
tiki-token,tiki,Tiki
tikky-inu,tikky,Tikky Inu
tillage,till,Tillage
tilwiki,tlw,TilWiki
timechain-swap-token,tcs,Timechain Swap
timeleap-finance,time,Timeleap Finance
timeless,lit,Timeless
time-new-bank,tnb,Time New Bank
timeseries-ai,timeseries,Timeseries AI
tiny-bonez,t1ny,Tiny Bonez
tiny-coin,tinc,Tiny Coin
tiny-colony,tiny,Tiny Colony
tipo-token,tipo,TIPO Token
tipsycoin,$tipsy,TipsyCoin
tiraverse,tvrs,TiraVerse
titan-coin,ttn,Titan Coin
titan-hunters,tita,Titan Hunters
titania-token,titania,Titania
titanswap,titan,TitanSwap
titi-financial,titi,Titi Financial
titi-protocol,titi,TiTi Protocol
title-network,tnet,Bitcoin Clashic
tlabs,tbs,TLabs
tlchain,tlc,TLChain
tlpt,tlpt,tLPT
t-mac-dao,tmg,T-mac DAO
tnc-coin,tnc,TNC Coin
tnns,tnns,TNNS
tokamak-network,ton,Tokamak Network
tokemak,toke,Tokemak
tokenasset,ntb,TokenAsset
tokenbank,tbank,Tokenbank
tokenbot,tkb,TokenBot
tokencard,tkn,Monolith
tokenclub,tct,TokenClub
tokendesk,tds,TokenDesk
token-dforce-usd,usx,dForce USD
token-engineering-commons,tec,Token Engineering Commons
tokengo,gpt,GoPower
tokenize-xchange,tkx,Tokenize Xchange
token-kennel,kennel,KennelSphere
tokenlon,lon,Tokenlon
token-of-fire,rhllor,Token of Fire
tokenoid,noid,Tokenoid
tokenomy,ten,Tokenomy
tokenplace,tok,Tokenplace
tokenplay,top,Tokenplay
token-pocket,tpt,TokenPocket Token
token-runner,tkrn,Token Runner
token-shelby,tsy,Token Shelby
tokerr,tokr,Tokerr
tokhit,hitt,TOKHIT
toko,toko,Tokoin
tokocrypto,tko,Tokocrypto
tokpie,tkp,TOKPIE
toku,toku,Toku
tokyo,tokc,Tokyo Coin
tokyo-au,tokau,Tokyo AU
tokyo-inu,toki,Tokyo Inu
tolar,tol,Tolar
tomato-coin,bptc,Tomato Coin
tomb,tomb,Tomb
tomb-shares,tshare,Tomb Shares
tomcat,tcat,TomCat
tom-coin,tmc,Tom Coin
tom-finance,tom,TOM Finance
tominet,tomi,tomiNet
tomochain,tomo,TomoChain
tomoe,tomoe,TomoChain ERC-20
tomtomcoin,toms,TomTomCoin
tonestra,tnr,Tonestra
tongtong-coin,ttc,Tongtong Coin
tonstarter,tos,TONStarter
tontoken,ton,TON Community
toobcoin,toob,Toobcoin
tools,tools,TOOLS
topbidder,bid,TopBidder
topchain,topc,TopChain
topg-coin,topg,TopG Coin
topgoal,goal,TopGoal
topmanager,tmt,TopManager
top-network,top,TOP Network
topshelf-finance,liqr,Topshelf Finance
tor,tor,TOR
tora,tora,TORA
tora-inu,tora,Tora Inu
torekko,trk,Torekko
torg,torg,TORG
torkpad,tpad,TorkPad
tornado-cash,torn,Tornado Cash
torpedo,torpedo,Torpedo
tortuga-staked-aptos,tapt,Tortuga Staked Aptos
torum,xtm,Torum
tor-wallet,tor,Tor Wallet
tosa-inu,tos,Tosa Inu
tosdis,dis,TosDis
toshi-tools,toshi,Toshi Tools
tosidrop,ctosi,TosiDrop
total-crypto-market-cap-token,tcap,Total Crypto Market Cap
totemfi,totm,TotemFi
to-the-moon-token,ton,To The Moon Token
totocat,totocat,Totocat
totoro-inu,totoro,Totoro Inu
toucan-protocol-base-carbon-tonne,bct,Toucan Protocol: Base Carbon Tonne
toucan-protocol-nature-carbon-tonne,nct,Toucan Protocol: Nature Carbon Tonne
touchcon,toc,TouchCon
tourismx,trmx,TourismX
tourist-shiba-inu,tourists,Tourist Shiba Inu
tower,tower,Tower
town-star,town,Town Star
toxicdeer-finance,deer,ToxicDeer Finance
toxicdeer-share,xdshare,ToxicDeer Share
tpro,tpro,TPRO
tp-swap,tp,Token Swap
tr3zor,tr3,Tr3zor
trabzonspor-fan-token,tra,Trabzonspor Fan Token
trace-network-labs,trace,Trace Network Labs
tracer,trc,Tracer
tracer-dao,tcr,Tracer DAO
tradao,tod,Trava Capital
trade-fighter,tdf,Trade Fighter
tradeflow,tflow,TradeFlow
trade-leaf,tlf,Trade Leaf
traders-coin,trdc,Traders Coin
tradestars,tsx,TradeStars
trade-tech-ai,ttai,Trade Tech AI
tradewix,wix,TradeWix
tradix,tx,Tradix
tranche-finance,slice,Tranche Finance
tranchess,chess,Tranchess
tranquil-finance,tranq,Tranquil Finance
tranquility-city,lumen,Tranquility City
tranquil-staked-one,stone,Tranquil Staked ONE
transcodium,tns,Transcodium
transhuman-coin,thc,Transhuman Coin
transient,tsct,Transient
tratok,trat,Tratok
trava-finance,trava,Trava Finance
travel-care-2,travel,Travel Care
travgopv,tpv,TravGoPV
traxx,traxx,Traxx
trazable,trz,Trazable
treasure-token-finance,trove,TroveDAO
treasure-under-sea,tus,Treasure Under Sea
treasury-bond-eth-tokenized-stock-defichain,dtlt,iShares 20+ Year Treasury Bond ETF Defichain
treat,treat,Treat
treatdao-v2,treat,TreatDAO
treeb,treeb,Retreeb
treecle,trcl,Treecle
trellis,treis,Trellis
trendai,trendai,TrendAI
trendering,trnd,Trendering
trendsy,trndz,Trendsy
trend-x,trendx,Trend X
trezarcoin,tzc,TrezarCoin
triall,trl,Triall
trias-token,trias,TriasLab
tribalpunk-cryptoverse,anta,Tribalpunk Cryptoverse
tribal-token,tribl,Tribal Token
tribar,xtri,Tribar
tribe-2,tribe,Tribe
tribeone,haka,TribeOne
tribe-token,tribex,Tribe Token
trice,tri,Trice
trickle,h2o,Trickle
tridentdao,psi,TridentDAO
triipmiles,tiim,TriipMiles
trillium,tt,Trillium
trinity-network-credit,tnc,Trinity Network Credit
trinity-swap,trinity,Trinity Swap
trips-community,trips,Trips Community
trism,trism,Trism
trisolaris,tri,Trisolaris
triton,xeq,Equilibria
triumphx,trix,TriumphX
triveum,trv,Triveum
trivian,trivia,Trivians
trolite,trl,Trolite
trollbox,tox,trollbox
tron,trx,TRON
tronai,tai,TronAI
tronbetlive,live,TRONbetLive
tron-bsc,trx,TRON (BSC)
tronclassic,trxc,TronClassic
troneuroperewardcoin,terc,TronEuropeRewardCoin
tronpad,tronpad,TRONPAD
tropical-finance,daiquiri,Tropical Finance
troy,troy,TROY
trubadger,trubgr,TruBadger
truebit-protocol,tru,Truebit Protocol
true-chain,true,TrueChain
truecnh,tcnh,TrueCNH
truedeck,tdp,TrueDeck
truefeedbackchain,tfbx,Truefeedback
truefi,tru,TrueFi
truefreeze,frz,TrueFreeze
true-pnl,pnl,True PNL
true-usd,tusd,TrueUSD
trustbase,tbe,TrustBase
trusted-node,tnode,Trusted Node
trustfi-network-token,tfi,TrustFi Network
trustnft,trustnft,TrustNFT
trustpad,tpad,TrustPad
trustpay,tph,Trustpay
trustrise,trise,TrustRise
trustswap,swap,Trustswap
trustverse,trv,TrustVerse
trust-wallet-token,twt,Trust Wallet
trustworks,trust,Trustworks
truth-seekers,truth,Truth Seekers
trx3l,trx3l,TRX3L
tryc,tryc,TRYC
tryhards,try,TryHards
tryvium-2,tryv,Tryvium
tsilver,txag,tSILVER
tsuki-inu,tkinu,Tsuki Inu
tsuki-no-usagi,gyokuto,Tsuki no usagi
tsuzuki-inu,tzki,Tsuzuki Inu
ttcoin,tc,TTcoin
ttc-protocol,maro,Maro
ttx-metaverse,xmeta,TTX Metaverse
tudabirds,burd,tudaBirds
tuf-token,tuf,TUF Token
tundra-token,tundra,Tundra
tune-fm,jam,Tune.Fm
tune-token,tune,TUNE TOKEN
tupan,tupan,Tupan
turbo-wallet,turbo,Turbo Wallet
turex,tur,Turex
turismo-ai,turai,Turismo AI
turkiye-basketbol-federasyonu-token,tbft,Türkiye Basketbol Federasyonu Fan Token
turkiye-motosiklet-federasyonu-fan-token,tmft,Türkiye Motosiklet Federasyonu Fan Token
turk-shiba,tushi,Turk Shiba
turtlecoin,trtl,TurtleCoin
turtles-token,trtls,Turtles
tusd-yvault,yvtusd,TUSD yVault
tutela,tutl,Tutela
tutellus,tut,Tutellus
tutti-frutti-finance,tff,Tutti Frutti
tuzlaspor,tuzla,Tuzlaspor Token
tvt,tvt,TVT
twelve-legions,ctl,Twelve Legions
twirl-governance-token,tgt,Twirl Governance
twitfi,twt,Twitfi
twitter-ceo-floki,flokiceo,Twitter CEO Floki
twitterx,twitterx,TwitterX
twoge-inu,twoge,Twoge Inu
two-monkey-juice-bar,$tmon,Two Monkey Juice Bar
two-paws,twopaw,Two Paws
txa,txa,TXA
txbit,txbit,Txbit
tycoon,tyc,Tycoon
typerium,type,Typerium
tyv,tyv,TYV
tzbtc,tzbtc,tzBTC
uangmarket,uang,UangMarket
ubeswap,ube,Ubeswap
ubiq,ubq,Ubiq
ubix-network,ubx,UBIX Network
ubxs-token,ubxs,UBXS
uca,uca,UCA Coin
ucash,ucash,U.CASH
uconetwork,ucoil,UCONetwork
ucrowdme,ucm,UCROWDME
ucx,ucx,UCX
udder-chaos-milk,milk,MILK
udinese-calcio-fan-token,udi,Udinese Calcio Fan Token
uerii,uerii,UERII
ufc-fan-token,ufc,UFC Fan Token
ufocoin,ufo,Uniform Fiscal Object
ufo-gaming,ufo,UFO Gaming
uhive,hve2,Uhive
uka-doge-coin,udoge,Uka Doge Coin
ukrainedao-flag-nft,love,UkraineDAO Flag NFT
ulanco,uac,Ulanco
uland,uland,ULAND
ulord,ut,Ulord
ultimate-champions,champ,Ultimate Champions
ultimogg,ultgg,UltimoGG
ultra,uos,Ultra
ultra-clear,ucr,Ultra Clear
ultragate,ulg,Ultragate
ultrain,ugas,Ultrain
ultramoc,umc,Ultramoc
ultra-nft,unft,Ultra NFT
ultrasafe,ultra,UltraSafe
ultron,ulx,ULTRON
uma,uma,UMA
umami-finance,umami,Umami
umbra-network,umbr,Umbria Network
umbrellacoin,umc,Umbrella Coin
umbrella-network,umb,Umbrella Network
umee,umee,Umee
umetaworld,umw,UMetaWorld
umi-digital,umi,Umi Digital
unagii-dai,udai,Unagii Dai
unagii-eth,ueth,Unagii ETH
unagii-tether-usd,uusdt,Unagii Tether USD
unagii-usd-coin,uusdc,Unagii USD Coin
unagii-wrapped-bitcoin,uwbtc,Unagii Wrapped Bitcoin
unbanked,unbnk,Unbanked
unbound-finance,unb,Unbound Finance
uncl,uncl,UNCL
unclemine,um,UncleMine
undead-blocks,undead,Undead Blocks
undead-finance,undead,Undead Finance
u-network,uuu,U Network
unfederalreserve,ersdl,unFederalReserve
unia-farms,unia,UNIA Farms
unibright,ubt,Unibright
unicly,unic,Unicly
unicly-cryptopunks-collection,upunk,Unicly CryptoPunks Collection
unicly-fewocious-collection,ufewo,Unicly Fewocious Collection
unicorn-milk,unim,Unicorn Milk
unicorn-token,uni,UNICORN
unicrypt-2,uncx,UNCX Network
unidef,u,Unidef
unidex,unidx,UniDex
unido-ep,udo,Unido
unidogefinance-token,unido,UnidogeFinance Token
unifarm,ufarm,UniFarm
unifees,fees,Unifees
unifi,unifi,Covenants
unification,fund,Unification
unifi-protocol,up,UniFi Protocol
unifi-protocol-dao,unfi,Unifi Protocol DAO
unilab-network,ulab,Unilab
unilayer,layer,UniLayer
unimex-network,umx,UniMex Network
unimoon-umoon,umoon,Unimoon
union-protocol-governance-token,unn,UNION Protocol Governance
unipilot,pilot,Unipilot
unipower,power,UniPower
uniqly,uniq,Uniqly
uniqo,uniqo,Uniqo
unique-fans,fans,Unique Fans
unique-network,unq,Unique Network
unique-one,rare,Unique One
unique-utility-token,unqt,Unique Utility
unisocks,socks,Unisocks
unistake,unistake,Unistake
uniswap,uni,Uniswap
uniswap-wormhole,uni,Uniswap (Wormhole)
unite,unite,Unite
unitech,utc,Unitech
unitedcrowd,uct,UnitedCrowd
united-states-property-coin,uspc,United States Property Coin
united-token,uted,United
united-traders-token,utt,United Traders
unit-network,unit,Unit Network
unit-protocol-duck,duck,Unit Protocol
unitrade,trade,Unitrade
unitus,uis,Unitus
unity-network,unt,Unity Network
unityventures,uv,Unityventures
unium,unm,UNIUM
universal-basic-income,ubi,Universal Basic Income
universal-basic-offset,ubo,Universal Basic Offset
universal-eth,unieth,Universal ETH
universal-liquidity-union,ulu,Universal Liquidity Union
universe-coin,unis,Universe Coin
universe-island,uim,Universe Island
universe-xyz,xyz,Universe.XYZ
universidad-de-chile-fan-token,uch,Universidad de Chile Fan Token
uniwhale,unw,Uniwhale
uniwhales,uwl,UniWhales
uniworld,unw,UniWorld
uniwswap,uniw,UniWswap
unix,unix,UniX
uni-yvault,yvuni,UNI yVault
unizen,zcx,Unizen
unkai,unkai,Unkai
unlend-finance,uft,UniLend Finance
unlimitedip,uip,UnlimitedIP
unlock,unlock,UNLOCK
unlock-protocol,udt,Unlock Protocol
unmarshal,marsh,Unmarshal
unobtanium,uno,Unobtanium
unobtanium-tezos,uno,Unobtanium Tezos
uno-re,uno,Uno Re
unq,unq,Unique Venture clubs
unreal-finance,ugt,Unreal Finance
unsheth,ush,unshETH
unslashed-finance,usf,Unslashed Finance
uns-token,uns,UNS Token
unstoppable-defi,und,Unstoppable DeFi
unvest,unv,Unvest
upbots,ubxn,UpBots
upcoin,upcoin,Upcoin
updog,updog,UpDog
upfi-network,ups,UPFI Network
upfire,upr,Upfire
upfiring,ufr,Upfiring
uplexa,upx,uPlexa
uplift,lift,Uplift
uponly-token,upo,UpOnly
upshib,upshib,upShib
upsorber,up,Upsorber
up-spiral,spiral,Spiral
upstabletoken,ustx,UpStable
uquid-coin,uqc,Uquid Coin
uramaki,maki,Uramaki
uraniumx,urx,UraniumX
ureeqa,urqa,UREEQA
urubit,urub,Urubit
urus-token,urus,Aurox
usd,usd+,USD+
usd-balance,usdb,USD Balance
usd-bancor,usdb,USD Bancor
usd-coin,usdc,USD Coin
usd-coin-avalanche-bridged-usdc-e,usdc,USD Coin Avalanche Bridged (USDC.e)
usd-coin-celer,ceusdc,USD Coin - Celer
usd-coin-nomad,nomadusdc,USD Coin - Nomad
usd-coin-plenty-bridge,usdc.e,USD Coin (Plenty Bridge)
usd-coin-pos-wormhole,usdcpo,USD Coin (PoS) (Wormhole)
usd-coin-wormhole-from-ethereum,usdcet,USD Coin (Wormhole from Ethereum)
usdc-rainbow-bridge,usdc.e,USD Coin (Rainbow Bridge)
usdc-yvault,yvusdc,USDC yVault
usdd,usdd,USDD
usdex-stablecoin,usdex,USDEX
usd-freedom,usdf,USD Freedom
usdh,usdh,USDH
usdk,usdk,USDK
usd-mars,usdm,USD Mars
usdo,usdo,USDO
usdp,usdp,USDP Stablecoin
usdtez,usdtz,USDtez
usdt-yvault,yvusdt,USDT yVault
usdx,usdx,USDX
usd-zee,usdz,USD ZEE
useless-2,use,Useless
usgold,usg,USGold
ushark,usha,uShark
ushi,ushi,Ushi
usk,usk,USK
usp,usp,USP
utility-ape,$banana,Utility Ape
utility-web3shot,uw3s,Utility Web3Shot
utip,utip,uTip
utopia,crp,Crypton
utopia-usd,uusd,Utopia USD
utrust,utk,Utrust
utu-coin,utu,UTU Coin
uvtoken,uvt,UvToken
uwu-lend,uwu,UwU Lend
uxd-protocol-token,uxp,UXD Protocol
uxd-stablecoin,uxd,UXD Stablecoin
uzumaki-inu,uzumaki,Uzumaki Inu
uzurocks,uzrs,UZUROCKS
v3s-share,vshare,V3S Share
vabble,vab,Vabble
vader-protocol,vader,Vader Protocol
vagabond,vgo,Vagabond
vai,vai,Vai
vaiot,vai,Vaiot
valas-finance,valas,Valas Finance
valencia-cf-fan-token,vcf,Valencia CF Fan Token
valentine-floki,flov,Valentine Floki
valobit,vbit,VALOBIT
value-finance,vft,Value Finance
value-liquidity,value,Value DeFi
vancat,vancat,Vancat [OLD]
vancat-2,vancat,Vancat
vanguard-real-estate-tokenized-stock-defichain,dvnq,Vanguard Real Estate Tokenized Stock Defichain
vanguard-sp-500-etf-tokenized-stock-defichain,dvoo,Vanguard S&P 500 ETF Tokenized Stock Defichain
vanilla-network,vnla,Vanilla Network
vanity,vny,Vanity
vankia-chain,vkt,Vankia Chain
vanspor-token,van,Vanspor Token
vaporfi,vape,VaporFi
vapornodes,vpnd,VaporNodes
vaporum-coin,vprm,Vaporum Coin
vaporwave,vwave,Vaporwave
varen,vrn,Varen
vasco-da-gama-fan-token,vasco,Vasco da Gama Fan Token
vault,vault,VAULT
vaulteum,vault,Vaulteum
vault-hill-city,vhc,Vault Hill City
vaulty-token,vlty,Vaulty
vbswap,vbswap,vBSWAP
vcash,xvc,Vcash
vcgamers,vcg,VCGamers
veax,veax,Veax
vechain,vet,VeChain
veco,veco,Veco
vecrv-dao-yvault,yve-crvdao,veCRV-DAO yVault
vector-finance,vtx,Vector Finance
vectorium,vect,Vectorium
vectorspace,vxv,Vectorspace AI
vedao,weve,veDAO
veed,veed,VEED
vee-finance,vee,Vee Finance
vega-coin,vega,Vega Coin
vegannation-greencoin,grnc,VeganNation GreenCoin
vega-protocol,vega,Vega Protocol
vegasino,vegas,Vegasino
vega-sport,vega,Vega Sport
veggiecoin,vegi,VeggieCoin
veil,veil,VEIL
velas,vlx,Velas
velaspad,vlxpad,VelasPad
vela-token,vela,Vela Token
veldorabsc,vdora,VeldoraBSC
velhalla,scar,Velhalla
velo,velo,Velo
velocimeter-flow,flow,Velocimeter FLOW
velocore,vc,Velocore
velodrome-finance,velo,Velodrome Finance
velorex,vex,Velorex
vemate,vmt,Vemate
vempire-ddao,vemp,VEMP
vendetta-finance,ven,Vendetta Finance
venera,vsw,Venera
venify,vfy,Venify
veno,veno,Veno
veno-finance,vno,Veno Finance
venom,venom,Venom
venox,vnx,Venox
vent-finance,vent,Vent Finance
vention,vention,Vention
ventiswap,vst,VentiSwap
venus,xvs,Venus
venus-bch,vbch,Venus BCH
venus-beth,vbeth,Venus BETH
venus-btc,vbtc,Venus BTC
venus-busd,vbusd,Venus BUSD
venus-dai,vdai,Venus DAI
venus-doge,vdoge,Venus DOGE
venus-dot,vdot,Venus DOT
venus-eth,veth,Venus ETH
venus-fil,vfil,Venus FIL
venus-link,vlink,Venus LINK
venus-ltc,vltc,Venus LTC
venus-reward-token,vrt,Venus Reward
venus-sxp,vsxp,Venus SXP
venus-usdc,vusdc,Venus USDC
venus-usdt,vusdt,Venus USDT
venus-xrp,vxrp,Venus XRP
venus-xvs,vxvs,Venus XVS
vera,vera,Vera
vera-exchange,vera,VERA Exchange
veraone,vro,VeraOne
verasity,vra,Verasity
verge,xvg,Verge
veriblock,vbk,VeriBlock
veridocglobal,vdg,VeriDocGlobal
veritaseum,veri,Veritaseum
veritise,vts,Veritise
verox,vrx,Verox
versacoin,vcn,VersaCoin
versagames,versa,VersaGames
versailles-heroes,vrh,Versailles Heroes
verse-bitcoin,verse,Verse
